DCDEBIT20201720,2020-12-18,Sanga,400,,Phone Pe
DCDEBIT20201721,2020-12-18,Daily House Hold,100,,Cash
DCDEBIT20201722,2020-12-18,Office Stock Purchase,2125,,Phone Pe
DCDEBIT20201723,2020-12-18,Office Stock Purchase,2125,,Phone Pe
DCDEBIT20201724,2020-12-19,Daily House Hold,100,,Cash
DCDEBIT20201726,2020-12-21,Daily House Hold,200,,Cash
DCDEBIT20201727,2020-12-21,Masood Gym Fee,600,,Cash
DCDEBIT20201728,2020-12-21,Chats and Others,320,,Cash
DCDEBIT20201730,2020-12-21,Petrol,200,,Cash
DCDEBIT20201731,2020-12-21,E-Stamp Fee,120,,Cash
DCDEBIT20201732,2020-12-21,Notary Fee,100,,Cash
DCDEBIT20201733,2020-12-21,Notary Fee,40,,Cash
DCDEBIT20201735,2020-12-22,Nigar Personal Exp,780,,Cash
DCDEBIT20201736,2020-12-23,Daily House Hold,500,,Cash
DCDEBIT20201737,2020-12-25,Petrol,100,,Cash
DCDEBIT20201738,2020-12-28,Pan Card Fees,642,,Phone Pe
DCDEBIT20201739,2020-12-28,Daily House Hold,100,,Cash
DCDEBIT20201740,2020-12-29,Daily House Hold,100,,Cash
DCDEBIT20201741,2020-12-30,Daily House Hold,100,,Cash
DCDEBIT20201742,2020-12-30,Notary Fee,100,,Cash
DCDEBIT20201743,2020-12-30,Petrol,100,,Cash
DCDEBIT20201744,2020-12-30,E-Stamp Fee,120,,Cash
DCDEBIT20201745,2020-12-30,E-Stamp Fee,30,,Cash
DCDEBIT20201746,2020-01-01,Pan Card Fees,120,,Phone Pe
DCDEBIT2021812941,2021-04-19,Daily House Hold,100,"Rs. 100/- Spent on ammi, on 2021-04-19 by Cash.",Cash
DCDEBIT20201748,2021-01-05,Stove EMI,1586,,Debit Card
DCDEBIT20201749,2021-01-05,Petrol,250,,Cash
DCDEBIT20201750,2021-01-05,New 2.5 Chit Fund EMI,10000,,Phone Pe
DCDEBIT20201752,2021-01-06,Petrol,200,,Cash
DCDEBIT20201753,2021-01-06,Personal Mis. Exp,160,,Cash
DCDEBIT2021546344,2021-03-26,Sanga,400,"Rs. 400/- Spent on G G Hali Sanga for March 3rd Week Balance: 14217/- , on 2021-03-36 by Phone Pe., on 2021-04-23 by Phone Pe.",Phone Pe
DCDEBIT20201756,2021-01-01,Sanga,400,,Phone Pe
DCDEBIT20201757,2021-01-05,Hazrath Walnut EMI,2640,,Phone Pe
DCDEBIT20201759,2021-01-07,Pan Card Fees,107,,Phone Pe
DCDEBIT20201760,2021-01-07,Aadhar Update Payment Fee,50,,Cash
DCDEBIT20201761,2021-01-07,Daily House Hold,100,,Cash
DCDEBIT20201762,2021-01-07,Digital Cyber Imp. Payments,100,,Cash
DCDEBIT20201763,2021-01-08,Pan Card Fees,107,,Phone Pe
DCDEBIT20201764,2021-01-08,Bandhan Bank Weekly Loan,530,,Phone Pe
DCDEBIT20201765,2021-01-08,Aadhar Update Payment Fee,50,,Phone Pe
DCDEBIT20201766,2021-01-06,House Rent,7500,,Phone Pe
DCDEBIT20201767,2021-01-10,Aadhar Update Payment Fee,50,,Phone Pe
DCDEBIT20201768,2021-01-09,Digital Cyber Imp. Payments,500,,Phone Pe
DCDEBIT20201769,2021-01-10,Aadhar Update Payment Fee,50,,Phone Pe
DCDEBIT20201770,2021-01-10,Personal Mis. Exp,100,,Cash
DCDEBIT20201771,2021-01-10,Petrol,100,,Cash
DCDEBIT20201772,2021-01-10,Chit Fund ,6000,,Phone Pe
DCDEBIT20201773,2021-01-10,Office Rent,2700,,Cash
DCDEBIT20201774,2021-01-10,Daily House Hold,300,,Cash
DCDEBIT20201776,2021-01-11,Daily House Hold,50,,Cash
DCDEBIT20201777,2021-01-12,Bike Expence,2200,,Cash
DCDEBIT20201778,2021-01-12,Petrol,100,,Cash
DCDEBIT20201779,2021-01-12,Daily House Hold,200,,Cash
DCDEBIT20201780,2021-01-13,Daily House Hold,100,,Cash
DCDEBIT20201781,2021-01-13,Digital Cyber Imp. Payments,700,,Cash
DCDEBIT2021469221,2021-04-12,Petrol,100,"Rs. 100/- Spent on Bike Refill Petrol, on 2021-04-12 by Cash.",Cash
DCDEBIT20201785,2021-01-17,Petrol,100,,Cash
DCDEBIT20201786,2021-01-17,Personal Mis. Exp,200,,Cash
DCDEBIT20201787,2021-01-17,Daily House Hold,200,,Cash
DCDEBIT20201788,2021-01-17,Personal Mis. Exp,100,,Phone Pe
DCDEBIT20201789,2021-01-17,Petrol,200,,Cash
DCDEBIT20201790,2021-01-19,Daily House Hold,100,,Cash
DCDEBIT20201791,2021-01-19,Daily House Hold,200,,Cash
DCDEBIT20201792,2021-01-19,Office Stock Purchase,240,,Cash
DCDEBIT20201793,2021-01-20,Daily House Hold,100,,Cash
DCDEBIT20201796,2021-01-22,Daily House Hold,150,"Rs. 150/- Spent on Daily House hold , on 2021-01-22  at by Cash.",Cash
DCDEBIT2021499369,2021-04-22,Bike Expence,60,"Rs. 60/- Spent on Tyre puncture, on 2021-04-22 by Cash.",Cash
DCDEBIT2020576,2020-10-09,14th Chiti,6000,,Cash
DCDEBIT2020578,2020-10-14,Petrol + Chats,260,,Cash
DCDEBIT2020579,2020-10-15,Stove EMI,1580,,Phone Pe
DCDEBIT2020581,2020-10-16,Pan Card Fees,642,,Phone Pe
DCDEBIT2020582,2020-10-16,House Electric Bill,584,,Phone Pe
DCDEBIT2020583,2020-10-08,Bike Repair,500,,Cash
DCDEBIT2020584,2020-10-10,Barber Shop,100,,Cash
DCDEBIT2021829212,2021-04-21,Ramzan Expense ,195,"Rs. 195/- Spent on Ramzan fruit, on 2021-04-21 by Cash.",Cash
DCDEBIT2020586,2020-10-14,Birth Certificate Fee,1000,,Cash
DCDEBIT2020587,2020-10-16,Office Rent,2500,,Cash
DCDEBIT2020588,2020-10-17,Petrol + Tablets + Bonde,395,,Cash
DCDEBIT2020590,2020-10-19,Bike Repair + Petrol ,750,,Phone Pe
DCDEBIT2020591,2020-10-19,Pan Card Fees,855,,Phone Pe
DCDEBIT2020592,2020-10-19,Office Hardware Expense,170,,Cash
DCDEBIT2020593,2020-10-19,Chakli,14,,Cash
DCDEBIT2020594,2020-10-19,Ammi,100,,Cash
DCDEBIT2020595,2020-10-20,Ammi,100,,Cash
DCDEBIT2020596,2020-10-21,Ration card fee,300,,Cash
DCDEBIT2020597,2020-10-21,Ration card fee,300,,Cash
DCDEBIT2020598,2020-10-21,Nigar,150,,Cash
DCDEBIT2020599,2020-10-22,Ammi,100,,Cash
DCDEBIT2020600,2020-10-22,Nigar,50,,Cash
DCDEBIT2020601,2020-10-22,Sangha,530,,Cash
DCDEBIT2020602,2020-10-22,Aadhar Update Payment Fee,50,,Card
DCDEBIT2020603,2020-10-23,Sanga Area,400,,Phone Pe
DCDEBIT2020605,2020-10-23,Nigar,50,,Cash
DCDEBIT2020606,2020-10-24,Nigar,50,,Cash
DCDEBIT2020607,2020-10-25,Fruit for Phuppu,160,,Cash
DCDEBIT2020608,2020-10-25,Samose + Petrol + Golgappe,180,,Cash
DCDEBIT2020609,2020-10-26,Nigar Returned Amount,-400,,cash
DCDEBIT2020610,2020-10-26,25KG Rice Bag + 10KG Maida,1350,,cash
DCDEBIT2021543982,2021-04-21,Returned Application,200,"Rs. 200/- Spent on B B Sameera Pan Card Returned, on 2021-04-21 by Cash.",Cash
DCDEBIT2020612,2020-10-27,Mosquito bat,300,,Cash
DCDEBIT2020613,2020-10-27,House Water Bill,206,,Phone Pe
DCDEBIT2020615,2020-10-28,Aadhar Update Payment Fee,50,,Card
DCDEBIT2020616,2020-10-28,Petrol + Chats ,225,,Cash
DCDEBIT2020619,2020-10-30,Gobi,30,,Cash
DCDEBIT2020620,2020-10-30,Aadhar Update Payment Fee,50,,Bank
DCDEBIT2020621,2020-10-31,Aadhar Update Payment Fee,100,,Bank
DCDEBIT2020625,2020-11-04,Fruit for In Laws,360,,Cash
DCDEBIT2020627,2020-11-05,Balance For Api,100,,Cash
DCDEBIT2020628,2020-11-05,Petrol,200,,Cash
DCDEBIT2020629,2020-11-06,IRCTC Registration ,1000,,Phone Pe
DCDEBIT2020630,2020-11-06,Daily House Hold,100,,Cash
DCDEBIT2021320394,2021-04-21,Daily House Hold,100,"Rs. 100/- Spent on Gosh, on 2021-04-21 by Cash.",Cash
DCDEBIT2021419017,2021-04-06,House Rent,7500,"Rs. 7500/- Spent on House Rent for the Month of March Cleared. Balance : July 2020 & 10k. Total 17500/-., on 2021-04-11 by Phone Pe.",Phone Pe
DCDEBIT2020634,2020-11-08,Gobi,50,,Cash
DCDEBIT2021838013,2021-04-18,Daily House Hold,100,"Rs. 100/- Spent on Daily House hold , on 2021-04-18 by Cash.",Cash
DCDEBIT2020638,2020-11-11,E-Stamp Fee,240,,Cash
DCDEBIT2020639,2020-11-11,Notary Fee,150,,Cash
DCDEBIT2020640,2020-11-11,Bike Insurance,1020,,Debit Card
DCDEBIT2020641,2020-11-13,Nigar Personal Exp,500,,Cash
DCDEBIT2020642,2020-11-13,Bus Tickets ,60,,Cash
DCDEBIT2021655225,2021-04-14,House Ration,1500,"Rs. 1500/- Spent on Rice and maida, on 2021-04-14 by Cash.",Cash
DCDEBIT2020645,2020-11-12,In Laws House Expences,80,,Cash
DCDEBIT2020647,2020-11-16,Pan Card Fees,110,,Phone Pe
DCDEBIT2021532093,2021-04-16,Bandhan Bank Weekly Loan,600,"Rs. 600/- Spent on Basti Sanga 36th Week, on 2021-04-18 by Phone Pe.",Phone Pe
DCDEBIT2020650,2020-11-17,Bus Tickets ,50,,Cash
DCDEBIT2020651,2020-11-17,Nigar Personal Exp,90,,Cash
DCDEBIT2020652,2020-11-17,Office Rent,2500,,Cash
DCDEBIT2020653,2020-11-18,Nigar Personal Exp,100,,Cash
DCDEBIT2020654,2020-11-18,Stove EMI,1580,,Phone Pe
DCDEBIT2021714240,2021-04-20,Daily House Hold,120,"Rs. 120/- Spent on Ammi , on 2021-04-20 by Cash.",Cash
DCDEBIT2020658,2020-11-12,House Electric Bill,596,,Google Pay
DCDEBIT2020661,2020-11-20,Caste & Income Fee,450,,Phone Pe
DCDEBIT2020662,2020-11-21,Petrol,220,,Cash
DCDEBIT2020663,2020-11-22,In Laws House Expences,310,,Cash
DCDEBIT2021865436,2021-04-17,Petrol,200,"Rs. 200/- Spent on Bike Refill Petrol, on 2021-04-17 by Cash.",Cash
DCDEBIT2020665,2020-11-22,Sumera ,2500,,Cash
DCDEBIT2020667,2020-11-25,Petrol,300,,Cash
DCDEBIT2020668,2020-11-25,Chats and Others,100,,Cash
DCDEBIT2020670,2020-11-25,House Water Bill,350,,Phone Pe
DCDEBIT2020671,2020-11-25,Caste & Income Fee,250,,Google Pay
DCDEBIT2020673,2020-11-26,Nigar Personal Exp,100,,Cash
DCDEBIT2020674,2020-11-26,Notary Fee,50,,Cash
DCDEBIT2021107882,2021-04-15,Aadhar Update Payment Fee,100,"Rs. 100/- Spent on Shareef and Aslam, on 2021-04-15 by Cash.",Cash
DCDEBIT2020676,2020-11-27,Nigar Personal Exp,100,,Cash
DCDEBIT2020679,2020-11-28,Nigar Personal Exp,250,,Cash
DCDEBIT2020680,2020-11-30,Monthly Bus Pass,1150,,Cash
DCDEBIT2020681,2020-11-30,Personal Mis. Exp,200,,Cash
DCDEBIT2020686,2020-12-04,Nigar Personal Exp,100,,Cash
DCDEBIT2021973670,2021-04-15,Pan Card Fees,535,"Rs. 535/- Spent on 5 applications UTI PSA Copan  , on 2021-04-15 by Phone Pe.",Phone Pe
DCDEBIT2020690,2020-12-04,Office Stock Purchase,150,,Phone Pe
DCDEBIT2021268716,2021-04-20,E-Stamp Fee,30,"Rs. 30/- Spent on Abbas, on 2021-04-20 by Cash.",Cash
DCDEBIT2020692,2020-12-05,Personal Mis. Exp,100,,Cash
DCDEBIT2020694,2020-12-05,Caste & Income Fee,400,,Google Pay
DCDEBIT2020695,2020-12-06,Personal Mis. Exp,400,,Cash
DCDEBIT2020696,2020-12-06,Petrol,200,,Cash
DCDEBIT2020698,2020-12-05,House Electric Bill,450,,Phone Pe
DCDEBIT2021857562,2021-04-15,Daily House Hold,200,"Rs. 200/- Spent on Daily House hold , on 2021-04-15 by Cash.",Cash
DCDEBIT2020700,2020-12-08,Petrol,200,,Phone Pe
DCDEBIT2020702,2020-12-09,Mobile Recharges,150,,Phone Pe
DCDEBIT2020704,2020-12-12,Personal Mis. Exp,3000,,Phone Pe
DCDEBIT2020705,2020-12-14,Office Rent,2700,,Cash
DCDEBIT2021777331,2021-07-14,Chit Fund ,6000,"Rs. 6000/- Spent on 3 Chit Fund Remaining , on 2021-07-19 by Cash.",Cash
DCDEBIT2020707,2020-12-15,Cylinder Refill,710,,Cash
DCDEBIT2020709,2020-12-15,Aadhar Update Payment Fee,50,,Phone Pe
DCDEBIT2020712,2020-12-16,Caste & Income Fee,650,,Phone Pe
DCDEBIT2021131969,2021-02-05,Hazrath Walnut EMI,2650,"Rs. 2650/- Spent on Hazrath Walnut EMI for the Month of Feb : 15 Remaining , on 2021-04-18 by Cash.",Cash
DCDEBIT2021103006,2021-04-15,Digital Cyber Imp. Payments,450,"Rs. 450/- Spent on A4 Glossy Paper & Aadhar Lamination , on 2021-04-15 by Cash.",Cash
DCDEBIT2021259649,2021-04-13,Personal Mis. Exp,100,"Rs. 100/- Spent on Barbar Fee for hair cut and Shave, on 2021-04-13 by Cash.",Cash
DCDEBIT2020718,2020-12-18,Office Stock Purchase,2125,,Phone Pe
DCDEBIT2020719,2020-12-18,Office Stock Purchase,2125,,Phone Pe
DCDEBIT2020721,2020-12-19,Pan Card Fees,107,,Phone Pe
DCDEBIT2021448238,2021-04-14,Daily House Hold,100,"Rs. 100/- Spent on Ammi, on 2021-04-14 by Cash.",Cash
DCDEBIT2020723,2020-12-21,Masood Gym Fee,600,,Cash
DCDEBIT2020724,2020-12-21,Chats and Others,320,,Cash
DCDEBIT2020725,2020-12-21,Bike Expence,150,,Cash
DCDEBIT2020726,2020-12-21,Petrol,200,,Cash
DCDEBIT2020727,2020-12-21,E-Stamp Fee,120,,Cash
DCDEBIT2020728,2020-12-21,Notary Fee,100,,Cash
DCDEBIT2020729,2020-12-21,Notary Fee,40,,Cash
DCDEBIT2020730,2020-12-22,Daily House Hold,140,,Cash
DCDEBIT2020731,2020-12-22,Nigar Personal Exp,780,,Cash
DCDEBIT2021846119,2021-04-14,Petrol,100,"Rs. 100/- Spent on , on 2021-04-14 by Cash.",Cash
DCDEBIT2020733,2020-12-25,Petrol,100,,Cash
DCDEBIT2021674637,2021-04-14,Office Rent,2700,"Rs. 2700/- Spent on , on 2021-04-14 by Cash.",Cash
DCDEBIT2020738,2020-12-30,Notary Fee,100,,Cash
DCDEBIT2020739,2020-12-30,Petrol,100,,Cash
DCDEBIT2020740,2020-12-30,E-Stamp Fee,120,,Cash
DCDEBIT2020741,2020-12-30,E-Stamp Fee,30,,Cash
DCDEBIT2020743,2020-12-31,Pan Card Fees,107,,Phone Pe
DCDEBIT2020744,2021-01-05,Stove EMI,1586,,Debit Card
DCDEBIT2020745,2021-01-05,Petrol,250,,Cash
DCDEBIT2021559907,2021-04-20,Chats and Others,30,"Rs. 30/- Spent on Ramzan fruit, on 2021-04-20 by Cash.",Cash
DCDEBIT2020747,2021-01-06,Pan Card Fees,320,,Phone Pe
DCDEBIT2020748,2021-01-06,Petrol,200,,Cash
DCDEBIT2020749,2021-01-06,Personal Mis. Exp,160,,Cash
DCDEBIT2020750,2021-01-01,Bandhan Bank Weekly Loan,530,,Cash
DCDEBIT2020751,2020-12-25,Sanga,400,,Phone Pe
DCDEBIT2021686815,2021-03-19,Sanga,400,"Rs. 400/- Spent on G G Hali Sanga for March 3rd Week Balance: 14617/- , on 2021-03-19 by Phone Pe., on 2021-04-23 by Phone Pe.",Phone Pe
DCDEBIT2021492805,2021-03-04,Hazrath Walnut EMI,2000,"Rs. 2000/- Spent on Hazrath Walnut EMI for the Month of March : 14 Remaining , on 2021-04-18 by Phone Pe.",Phone Pe
DCDEBIT2020754,2021-01-07,Pan Card Fees,107,,Phone Pe
DCDEBIT2020756,2021-01-07,Aadhar Update Payment Fee,50,,Cash
DCDEBIT2021219967,2021-04-14,Fruit for In Laws,170,"Rs. 170/- Spent on Watermelon and papaya, on 2021-04-14 by Cash.",Cash
DCDEBIT2021438850,2021-04-19,House Electric Bill,700,"Rs. 700/- Spent on house electric bill of the month of march, on 2021-04-19 by Phone Pe.",Phone Pe
DCDEBIT2020761,2021-01-08,Aadhar Update Payment Fee,50,,Phone Pe
DCDEBIT2021626525,2021-04-06,House Rent,7500,"Rs. 7500/- Spent on House Rent for the Month of Feb Cleared, on 2021-04-11 by Phone Pe.",Phone Pe
DCDEBIT2020763,2021-01-10,Aadhar Update Payment Fee,50,,Phone Pe
DCDEBIT2020765,2021-01-10,Aadhar Update Payment Fee,50,,Phone Pe
DCDEBIT2020766,2021-01-10,Personal Mis. Exp,100,,Cash
DCDEBIT2020767,2021-01-10,Petrol,100,,Cash
DCDEBIT2021109470,2021-06-29,MEDICAL,300,"Rs. 300/- Spent on Nigar Clinic Exp. at Vinayaka Clinic for Fever, on 2021-06-29 by Cash.",Cash
DCDEBIT2020769,2021-01-10,Office Rent,2700,,Cash
DCDEBIT2020771,2021-01-11,House Ration,3600,,Cash
DCDEBIT2021778090,2021-07-19,House Rent,7500,"Rs. 7500/- Spent on For the Month of June. 1st LD 1month Due , on 2021-07-19 by Phone Pe.",Phone Pe
DCDEBIT2020774,2021-01-12,Petrol,100,,Cash
DCDEBIT2021617413,2021-04-11,In Laws House Expences,220,"Rs. 220/- Spent on Chocolate Ice Cream 700ml, on 2021-04-11 by Cash.",Cash
DCDEBIT2020778,2020-10-08,Bike Expence,500,,Cash
DCDEBIT2020779,2021-01-15,Sanga,400,,Phone Pe
DCDEBIT2020780,2021-01-15,Bandhan Bank Weekly Loan,530,,Cash
DCDEBIT2020781,2021-01-17,Petrol,100,,Cash
DCDEBIT2020782,2021-01-17,Personal Mis. Exp,200,,Cash
DCDEBIT2020784,2021-01-17,Personal Mis. Exp,100,,Phone Pe
